"PUT /students/update/99999793",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999794",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999795",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999796",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999797",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999798",1,16,16,16,16,16,16,16,16,16
"PUT /students/update/99999799",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999800",1,13,13,13,13,13,13,13,13,13
"PUT /students/update/99999801",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999802",1,110,110,110,110,110,110,110,110,110
"PUT /students/update/99999803",1,48,48,48,48,48,48,48,48,48
"PUT /students/update/99999804",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999807",3,19,19,20,20,20,20,20,20,20
"PUT /students/update/99999808",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999809",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999811",2,32,32,32,32,32,32,32,32,32
"PUT /students/update/99999812",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999814",2,17,17,17,17,17,17,17,17,17
"PUT /students/update/99999815",1,6,6,6,6,6,6,6,6,6
"PUT /students/update/99999816",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999817",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999818",1,6,6,6,6,6,6,6,6,6
"PUT /students/update/99999819",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999820",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999821",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999822",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999823",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999824",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999825",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999826",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999827",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999828",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999829",1,12,12,12,12,12,12,12,12,12
"PUT /students/update/99999830",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999832",2,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999833",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999834",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999835",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999836",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999837",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999838",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999839",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999840",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999841",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999843",2,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999844",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999845",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999847",2,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999848",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999849",1,6,6,6,6,6,6,6,6,6
"PUT /students/update/99999850",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999851",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999854",3,17,17,22,22,22,22,22,22,22
"PUT /students/update/99999855",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999856",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999857",1,12,12,12,12,12,12,12,12,12
"PUT /students/update/99999858",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999860",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999861",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999862",2,360,360,360,360,360,360,360,360,360
"PUT /students/update/99999863",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999864",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999865",1,22,22,22,22,22,22,22,22,22
"PUT /students/update/99999866",1,15,15,15,15,15,15,15,15,15
"PUT /students/update/99999905",39,170,190,200,210,210,220,270,270,270
"PUT /students/update/99999906",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999907",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999908",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999909",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999910",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999911",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999912",1,18,18,18,18,18,18,18,18,18
"PUT /students/update/99999913",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999914",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999915",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999916",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999917",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999918",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999919",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999920",1,13,13,13,13,13,13,13,13,13
"PUT /students/update/99999921",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999922",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999923",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999924",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999925",1,12,12,12,12,12,12,12,12,12
"PUT /students/update/99999926",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999927",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999929",2,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999930",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999931",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999932",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999933",1,18,18,18,18,18,18,18,18,18
"PUT /students/update/99999934",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999935",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999936",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999937",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999938",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999939",1,15,15,15,15,15,15,15,15,15
"PUT /students/update/99999940",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999941",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999942",1,12,12,12,12,12,12,12,12,12
"PUT /students/update/99999943",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999944",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999945",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999946",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999948",2,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999949",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999950",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999951",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999952",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999953",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999954",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999955",1,12,12,12,12,12,12,12,12,12
"PUT /students/update/99999956",1,13,13,13,13,13,13,13,13,13
"PUT /students/update/99999957",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999958",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999959",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999960",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999961",1,16,16,16,16,16,16,16,16,16
"PUT /students/update/99999962",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999963",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999964",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999965",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999966",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999967",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999968",1,12,12,12,12,12,12,12,12,12
"PUT /students/update/99999969",1,13,13,13,13,13,13,13,13,13
"PUT /students/update/99999970",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999971",1,13,13,13,13,13,13,13,13,13
"PUT /students/update/99999972",1,31,31,31,31,31,31,31,31,31
"PUT /students/update/99999973",1,7,7,7,7,7,7,7,7,7
"PUT /students/update/99999974",1,13,13,13,13,13,13,13,13,13
"PUT /students/update/99999975",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999976",1,19,19,19,19,19,19,19,19,19
"PUT /students/update/99999977",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999978",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999979",1,16,16,16,16,16,16,16,16,16
"PUT /students/update/99999980",1,11,11,11,11,11,11,11,11,11
"PUT /students/update/99999981",1,8,8,8,8,8,8,8,8,8
"PUT /students/update/99999982",1,28,28,28,28,28,28,28,28,28
"PUT /students/update/99999983",1,25,25,25,25,25,25,25,25,25
"PUT /students/update/99999984",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999985",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999986",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999987",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999988",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999989",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999990",1,15,15,15,15,15,15,15,15,15
"PUT /students/update/99999991",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999992",1,10,10,10,10,10,10,10,10,10
"PUT /students/update/99999993",1,61,61,61,61,61,61,61,61,61
"PUT /students/update/99999994",1,39,39,39,39,39,39,39,39,39
"PUT /students/update/99999995",1,9,9,9,9,9,9,9,9,9
"PUT /students/update/99999996",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999997",1,14,14,14,14,14,14,14,14,14
"PUT /students/update/99999999",2,120,120,120,120,120,120,120,120,120
"Total",251,10,13,17,32,170,190,210,220,360
